symbol,turnover_24h_usd_e9,excluded_reason,coverage_top50_bps,suitable_baskets,measured,window_start_utc_ms,window_secs,events,median_bid_depth_usd_e9,median_ask_depth_usd_e9,depth_check,order_size_e9,order_size_notional_usd_e9,selected_for_pilot,final_rank
TUSDT,699370054300000,rank_beyond_pool,,,false,,,,,,,,,false,
TWTUSDT,695922958800000,rank_beyond_pool,,,false,,,,,,,,,false,
SNOWUSDT,688986870800000,rank_beyond_pool,,,false,,,,,,,,,false,
ESPUSDT,688709230100000,rank_beyond_pool,,,false,,,,,,,,,false,
SENTUSDT,688660435200000,rank_beyond_pool,,,false,,,,,,,,,false,
EDENUSDT,680167598500000,rank_beyond_pool,,,false,,,,,,,,,false,
ZBTUSDT,677175671700000,rank_beyond_pool,,,false,,,,,,,,,false,
USUSDT,668128276400000,rank_beyond_pool,,,false,,,,,,,,,false,
AKTUSDT,661557167500000,rank_beyond_pool,,,false,,,,,,,,,false,
MYXUSDT,652667517200000,rank_beyond_pool,,,false,,,,,,,,,false,
SUSDT,645580299400000,rank_beyond_pool,,,false,,,,,,,,,false,
ORDERUSDT,644348054400000,rank_beyond_pool,,,false,,,,,,,,,false,
XANUSDT,638747449100000,rank_beyond_pool,,,false,,,,,,,,,false,
VELODROMEUSDT,637778390900000,rank_beyond_pool,,,false,,,,,,,,,false,
CAPUSDT,636461750300000,rank_beyond_pool,,,false,,,,,,,,,false,
COMPUSDT,630430416600000,rank_beyond_pool,,,false,,,,,,,,,false,
CHILLGUYUSDT,630387318100000,rank_beyond_pool,,,false,,,,,,,,,false,
CVCUSDT,629114658200000,rank_beyond_pool,,,false,,,,,,,,,false,
DGAIUSDT,628415903900000,listed_under_30d,,,false,,,,,,,,,false,
SUNUSDT,610830319200000,rank_beyond_pool,,,false,,,,,,,,,false,
PROVEUSDT,608861007600000,rank_beyond_pool,,,false,,,,,,,,,false,
CELOUSDT,604350768000000,rank_beyond_pool,,,false,,,,,,,,,false,
GRTUSDT,599737742200000,rank_beyond_pool,,,false,,,,,,,,,false,
TSMUSDT,588734616400000,rank_beyond_pool,,,false,,,,,,,,,false,
SIGNUSDT,582922911400000,rank_beyond_pool,,,false,,,,,,,,,false,
TACUSDT,579052587300000,rank_beyond_pool,,,false,,,,,,,,,false,
BICOUSDT,575742877700000,rank_beyond_pool,,,false,,,,,,,,,false,
AXTIUSDT,575505901900000,rank_beyond_pool,,,false,,,,,,,,,false,
BROCCOLIUSDT,554627705600000,rank_beyond_pool,,,false,,,,,,,,,false,
LIGHTUSDT,553883887800000,rank_beyond_pool,,,false,,,,,,,,,false,
BEUSDT,550505265300000,rank_beyond_pool,,,false,,,,,,,,,false,
DOSUSDT,547092567100000,rank_beyond_pool,,,false,,,,,,,,,false,
DEEPUSDT,545215495400000,rank_beyond_pool,,,false,,,,,,,,,false,
NAORISUSDT,542233283800000,rank_beyond_pool,,,false,,,,,,,,,false,
SPKUSDT,537341337600000,rank_beyond_pool,,,false,,,,,,,,,false,
APRUSDT,535621577300000,rank_beyond_pool,,,false,,,,,,,,,false,
LINEAUSDT,534129220900000,rank_beyond_pool,,,false,,,,,,,,,false,
XPINUSDT,533071323900000,rank_beyond_pool,,,false,,,,,,,,,false,
MASKUSDT,528905672900000,rank_beyond_pool,,,false,,,,,,,,,false,
BARDUSDT,528075069100000,rank_beyond_pool,,,false,,,,,,,,,false,
BRUSDT,524623223600000,rank_beyond_pool,,,false,,,,,,,,,false,
CRWVUSDT,519962230100000,rank_beyond_pool,,,false,,,,,,,,,false,
MERLUSDT,518785141100000,rank_beyond_pool,,,false,,,,,,,,,false,
MIRAUSDT,516328971100000,rank_beyond_pool,,,false,,,,,,,,,false,
SLXUSDT,514925404700000,rank_beyond_pool,,,false,,,,,,,,,false,
NILUSDT,512903570600000,rank_beyond_pool,,,false,,,,,,,,,false,
POWRUSDT,512385035900000,rank_beyond_pool,,,false,,,,,,,,,false,
MUSDT,503846203700000,rank_beyond_pool,,,false,,,,,,,,,false,
MANAUSDT,501278932200000,rank_beyond_pool,,,false,,,,,,,,,false,
GOATUSDT,499463786200000,rank_beyond_pool,,,false,,,,,,,,,false,
IOTAUSDT,495993673500000,rank_beyond_pool,,,false,,,,,,,,,false,
BANUSDT,489116614700000,rank_beyond_pool,,,false,,,,,,,,,false,
PORTALUSDT,488853093000000,rank_beyond_pool,,,false,,,,,,,,,false,
TRUTHUSDT,485435263100000,rank_beyond_pool,,,false,,,,,,,,,false,
CTCUSDT,485378110500000,rank_beyond_pool,,,false,,,,,,,,,false,
ZEREBROUSDT,483984293700000,rank_beyond_pool,,,false,,,,,,,,,false,
SOFIUSDT,483646336700000,rank_beyond_pool,,,false,,,,,,,,,false,
ARKMUSDT,480329606800000,rank_beyond_pool,,,false,,,,,,,,,false,
ZKCUSDT,480019523900000,rank_beyond_pool,,,false,,,,,,,,,false,
MOVRUSDT,472282284400000,rank_beyond_pool,,,false,,,,,,,,,false,
NIGHTUSDT,471903695600000,rank_beyond_pool,,,false,,,,,,,,,false,
BBXUSDT,467095030900000,rank_beyond_pool,,,false,,,,,,,,,false,
AUSDT,462143654800000,rank_beyond_pool,,,false,,,,,,,,,false,
USTCUSDT,457660993900000,rank_beyond_pool,,,false,,,,,,,,,false,
API3USDT,454453242700000,rank_beyond_pool,,,false,,,,,,,,,false,
IDUSDT,453543049100000,rank_beyond_pool,,,false,,,,,,,,,false,
NEOUSDT,452035556800000,rank_beyond_pool,,,false,,,,,,,,,false,
MRNAUSDT,446425009400000,listed_under_30d,,,false,,,,,,,,,false,
AIXBTUSDT,445250437300000,rank_beyond_pool,,,false,,,,,,,,,false,
HYPERUSDT,441400743500000,rank_beyond_pool,,,false,,,,,,,,,false,
CRWDUSDT,438291720300000,rank_beyond_pool,,,false,,,,,,,,,false,
EPICUSDT,437875394800000,rank_beyond_pool,,,false,,,,,,,,,false,
MEMEUSDT,434897195200000,rank_beyond_pool,,,false,,,,,,,,,false,
PURRUSDT,433427447800000,rank_beyond_pool,,,false,,,,,,,,,false,
SKUUUSDT,430945091600000,rank_beyond_pool,,,false,,,,,,,,,false,
KSMUSDT,422819450100000,rank_beyond_pool,,,false,,,,,,,,,false,
FLOWUSDT,419647185500000,rank_beyond_pool,,,false,,,,,,,,,false,
ZBCNUSDT,418165914600000,rank_beyond_pool,,,false,,,,,,,,,false,
XVGUSDT,413520197900000,rank_beyond_pool,,,false,,,,,,,,,false,
IMXUSDT,412953200500000,rank_beyond_pool,,,false,,,,,,,,,false,
BLUAIUSDT,407536712500000,rank_beyond_pool,,,false,,,,,,,,,false,
FWDIUSDT,406250722300000,rank_beyond_pool,,,false,,,,,,,,,false,
RESOLVUSDT,404882852400000,rank_beyond_pool,,,false,,,,,,,,,false,
ROBOUSDT,404496094600000,rank_beyond_pool,,,false,,,,,,,,,false,
XDCUSDT,400838467900000,rank_beyond_pool,,,false,,,,,,,,,false,
ARUSDT,398864948700000,rank_beyond_pool,,,false,,,,,,,,,false,
ZILUSDT,396480374200000,rank_beyond_pool,,,false,,,,,,,,,false,
ALTUSDT,395617316700000,rank_beyond_pool,,,false,,,,,,,,,false,
FIGHTUSDT,395398769100000,rank_beyond_pool,,,false,,,,,,,,,false,
1000TAGUSDT,393903651200000,rank_beyond_pool,,,false,,,,,,,,,false,
CLOUSDT,393026507800000,rank_beyond_pool,,,false,,,,,,,,,false,
KERNELUSDT,382936822500000,rank_beyond_pool,,,false,,,,,,,,,false,
1INCHUSDT,375637372800000,rank_beyond_pool,,,false,,,,,,,,,false,
SPCHUSDT,373107604400000,listed_under_30d,,,false,,,,,,,,,false,
THEUSDT,370032464000000,rank_beyond_pool,,,false,,,,,,,,,false,
OGUSDT,369553560900000,rank_beyond_pool,,,false,,,,,,,,,false,
GASUSDT,363213528000000,rank_beyond_pool,,,false,,,,,,,,,false,
ENJUSDT,361880275500000,rank_beyond_pool,,,false,,,,,,,,,false,
INXUSDT,358651850800000,rank_beyond_pool,,,false,,,,,,,,,false,
TTWOUSDT,358372811300000,rank_beyond_pool,,,false,,,,,,,,,false,
MNSTUSDT,354083346000000,listed_under_30d,,,false,,,,,,,,,false,
ACHUSDT,350076334500000,rank_beyond_pool,,,false,,,,,,,,,false,
PARTIUSDT,347928380200000,rank_beyond_pool,,,false,,,,,,,,,false,
COWUSDT,345771167500000,rank_beyond_pool,,,false,,,,,,,,,false,
ONTUSDT,344095958500000,rank_beyond_pool,,,false,,,,,,,,,false,
AGLDUSDT,342468594100000,rank_beyond_pool,,,false,,,,,,,,,false,
2ZUSDT,342143516600000,rank_beyond_pool,,,false,,,,,,,,,false,
OPGUSDT,341994020900000,rank_beyond_pool,,,false,,,,,,,,,false,
NOKIAUSDT,338663776700000,rank_beyond_pool,,,false,,,,,,,,,false,
1000XECUSDT,338224850600000,rank_beyond_pool,,,false,,,,,,,,,false,
UNITREEUSDT,336346756700000,rank_beyond_pool,,,false,,,,,,,,,false,
CVXUSDT,333828997400000,rank_beyond_pool,,,false,,,,,,,,,false,
SENSETIMEUSDT,332390004000000,listed_under_30d,,,false,,,,,,,,,false,
FLRUSDT,332339383800000,rank_beyond_pool,,,false,,,,,,,,,false,
AZTECUSDT,332196271400000,rank_beyond_pool,,,false,,,,,,,,,false,
ATUSDT,330499537500000,rank_beyond_pool,,,false,,,,,,,,,false,
MELANIAUSDT,328787701200000,rank_beyond_pool,,,false,,,,,,,,,false,
HMSTRUSDT,327464066400000,rank_beyond_pool,,,false,,,,,,,,,false,
RSRUSDT,325772588100000,rank_beyond_pool,,,false,,,,,,,,,false,
VANAUSDT,324035755700000,rank_beyond_pool,,,false,,,,,,,,,false,
PLTRUSDT,322822671800000,rank_beyond_pool,,,false,,,,,,,,,false,
ZETAUSDT,321930953000000,rank_beyond_pool,,,false,,,,,,,,,false,
HIMSUSDT,321137895300000,rank_beyond_pool,,,false,,,,,,,,,false,
UBUSDT,317783132900000,rank_beyond_pool,,,false,,,,,,,,,false,
SOONUSDT,317281076100000,rank_beyond_pool,,,false,,,,,,,,,false,
TRBUSDT,315843651700000,rank_beyond_pool,,,false,,,,,,,,,false,
AXLUSDT,315663331600000,rank_beyond_pool,,,false,,,,,,,,,false,
TRUSTUSDT,311515618300000,rank_beyond_pool,,,false,,,,,,,,,false,
ARKKUSDT,310015799100000,rank_beyond_pool,,,false,,,,,,,,,false,
GEVUSDT,309892669900000,rank_beyond_pool,,,false,,,,,,,,,false,
FUSDT,309065947400000,rank_beyond_pool,,,false,,,,,,,,,false,
SKYAI1USDT,308736976300000,rank_beyond_pool,,,false,,,,,,,,,false,
SPXLUSDT,306976818300000,listed_under_30d,,,false,,,,,,,,,false,
SONICUSDT,305548745700000,rank_beyond_pool,,,false,,,,,,,,,false,
MOVEUSDT,305441408700000,rank_beyond_pool,,,false,,,,,,,,,false,
IOUSDT,305373380800000,rank_beyond_pool,,,false,,,,,,,,,false,
STEEMUSDT,302386492900000,rank_beyond_pool,,,false,,,,,,,,,false,
VELOUSDT,301175031900000,rank_beyond_pool,,,false,,,,,,,,,false,
HPEUSDT,300067199700000,rank_beyond_pool,,,false,,,,,,,,,false,
COHRUSDT,298641489100000,rank_beyond_pool,,,false,,,,,,,,,false,
STBLUSDT,298605855000000,rank_beyond_pool,,,false,,,,,,,,,false,
TERUSDT,296131272400000,rank_beyond_pool,,,false,,,,,,,,,false,
1000BTTUSDT,293986002800000,rank_beyond_pool,,,false,,,,,,,,,false,
ALICEUSDT,293471311500000,rank_beyond_pool,,,false,,,,,,,,,false,
TAIKOUSDT,292655898900000,rank_beyond_pool,,,false,,,,,,,,,false,
OKBUSDT,287132329100000,rank_beyond_pool,,,false,,,,,,,,,false,
QTUMUSDT,287042151900000,rank_beyond_pool,,,false,,,,,,,,,false,
DATAUSDT,286073716500000,rank_beyond_pool,,,false,,,,,,,,,false,
GMXUSDT,281074163400000,rank_beyond_pool,,,false,,,,,,,,,false,
LPTUSDT,280570056600000,rank_beyond_pool,,,false,,,,,,,,,false,
BSVUSDT,278949589300000,rank_beyond_pool,,,false,,,,,,,,,false,
JCTUSDT,278378584300000,rank_beyond_pool,,,false,,,,,,,,,false,
PHAUSDT,276122917700000,rank_beyond_pool,,,false,,,,,,,,,false,
SHEINUSDT,274483172000000,listed_under_30d,,,false,,,,,,,,,false,
SNXUSDT,272935984200000,rank_beyond_pool,,,false,,,,,,,,,false,
STOUSDT,269754002300000,rank_beyond_pool,,,false,,,,,,,,,false,
LUNA2USDT,267977544100000,rank_beyond_pool,,,false,,,,,,,,,false,
PRLUSDT,266491748700000,rank_beyond_pool,,,false,,,,,,,,,false,
FLUIDUSDT,265551195600000,rank_beyond_pool,,,false,,,,,,,,,false,
PANWUSDT,263738928100000,rank_beyond_pool,,,false,,,,,,,,,false,
ISRGUSDT,260420527300000,listed_under_30d,,,false,,,,,,,,,false,
CXMTUSDT,260355322100000,rank_beyond_pool,,,false,,,,,,,,,false,
ADIUSDT,259706131100000,listed_under_30d,,,false,,,,,,,,,false,
OUSDT,257406783200000,rank_beyond_pool,,,false,,,,,,,,,false,
SMCIUSDT,255477759100000,rank_beyond_pool,,,false,,,,,,,,,false,
POWERUSDT,254257959400000,rank_beyond_pool,,,false,,,,,,,,,false,
FUTUUSDT,251361747200000,listed_under_30d,,,false,,,,,,,,,false,
CFXUSDT,251147466000000,rank_beyond_pool,,,false,,,,,,,,,false,
AEONUSDT,251012918800000,rank_beyond_pool,,,false,,,,,,,,,false,
BMTUSDT,250238644700000,rank_beyond_pool,,,false,,,,,,,,,false,
IBMUSDT,246433380500000,rank_beyond_pool,,,false,,,,,,,,,false,
B2USDT,245958247000000,rank_beyond_pool,,,false,,,,,,,,,false,
SONYUSDT,244741781400000,rank_beyond_pool,,,false,,,,,,,,,false,
CARVUSDT,244363710800000,rank_beyond_pool,,,false,,,,,,,,,false,
ASTRUSDT,241630482600000,rank_beyond_pool,,,false,,,,,,,,,false,
ANKRUSDT,241250668200000,rank_beyond_pool,,,false,,,,,,,,,false,
1000LUNCUSDT,240670516400000,rank_beyond_pool,,,false,,,,,,,,,false,
JELLYJELLYUSDT,240015758500000,rank_beyond_pool,,,false,,,,,,,,,false,
GLMUSDT,238377064800000,rank_beyond_pool,,,false,,,,,,,,,false,
BREVUSDT,238199846400000,rank_beyond_pool,,,false,,,,,,,,,false,
GLWUSDT,238175503200000,rank_beyond_pool,,,false,,,,,,,,,false,
NXPCUSDT,237245627800000,rank_beyond_pool,,,false,,,,,,,,,false,
WETUSDT,233072714700000,rank_beyond_pool,,,false,,,,,,,,,false,
MANTAUSDT,232156092900000,rank_beyond_pool,,,false,,,,,,,,,false,
PHAROSUSDT,231864344700000,rank_beyond_pool,,,false,,,,,,,,,false,
SQDUSDT,231174541300000,rank_beyond_pool,,,false,,,,,,,,,false,
NMRUSDT,225840263300000,rank_beyond_pool,,,false,,,,,,,,,false,
COREUSDT,225242925500000,rank_beyond_pool,,,false,,,,,,,,,false,
TEAMUSDT,222449889600000,listed_under_30d,,,false,,,,,,,,,false,
MEITUUSDT,221694457800000,listed_under_30d,,,false,,,,,,,,,false,
YFIUSDT,221042948600000,rank_beyond_pool,,,false,,,,,,,,,false,
CETUSUSDT,218240847600000,rank_beyond_pool,,,false,,,,,,,,,false,
ZKPUSDT,217160470800000,rank_beyond_pool,,,false,,,,,,,,,false,
C98USDT,215411545700000,rank_beyond_pool,,,false,,,,,,,,,false,
COAIUSDT,211067534100000,rank_beyond_pool,,,false,,,,,,,,,false,
FORMSTOCKUSDT,208483280100000,listed_under_30d,,,false,,,,,,,,,false,
IONQUSDT,206536856200000,rank_beyond_pool,,,false,,,,,,,,,false,
KMNOUSDT,205629520200000,rank_beyond_pool,,,false,,,,,,,,,false,
USDCUSDT,205575341500000,rank_beyond_pool,,,false,,,,,,,,,false,
AGIUSDT,205498509100000,rank_beyond_pool,,,false,,,,,,,,,false,
KGENUSDT,205111287400000,rank_beyond_pool,,,false,,,,,,,,,false,
SAFEUSDT,204886424800000,rank_beyond_pool,,,false,,,,,,,,,false,
CKBUSDT,204713401000000,rank_beyond_pool,,,false,,,,,,,,,false,
ELSAUSDT,203702152500000,rank_beyond_pool,,,false,,,,,,,,,false,
EDUUSDT,200848874300000,rank_beyond_pool,,,false,,,,,,,,,false,
LUMIAUSDT,199774466100000,rank_beyond_pool,,,false,,,,,,,,,false,
MOCAUSDT,197938740400000,rank_beyond_pool,,,false,,,,,,,,,false,
YGGUSDT,196602093000000,rank_beyond_pool,,,false,,,,,,,,,false,
GWEIUSDT,195553617900000,rank_beyond_pool,,,false,,,,,,,,,false,
XLPUSDT,193929505100000,listed_under_30d,,,false,,,,,,,,,false,
ROSEUSDT,192153099100000,rank_beyond_pool,,,false,,,,,,,,,false,
STXXUSDT,191175670300000,rank_beyond_pool,,,false,,,,,,,,,false,
FIDAUSDT,190428218700000,rank_beyond_pool,,,false,,,,,,,,,false,
POLYXUSDT,190162709900000,rank_beyond_pool,,,false,,,,,,,,,false,
SAPIENUSDT,188958805700000,rank_beyond_pool,,,false,,,,,,,,,false,
BBUSDT,188009025300000,rank_beyond_pool,,,false,,,,,,,,,false,
ACUUSDT,187118762600000,rank_beyond_pool,,,false,,,,,,,,,false,
GENIUSUSDT,187067582900000,rank_beyond_pool,,,false,,,,,,,,,false,
YBUSDT,183707028100000,rank_beyond_pool,,,false,,,,,,,,,false,
1000CATUSDT,182496736200000,rank_beyond_pool,,,false,,,,,,,,,false,
ILVUSDT,182479932600000,rank_beyond_pool,,,false,,,,,,,,,false,
HEIUSDT,180821522100000,rank_beyond_pool,,,false,,,,,,,,,false,
BLENDUSDT,177283611200000,rank_beyond_pool,,,false,,,,,,,,,false,
CLSKUSDT,177280351400000,rank_beyond_pool,,,false,,,,,,,,,false,
EVAAUSDT,174597066100000,rank_beyond_pool,,,false,,,,,,,,,false,
XNYUSDT,174517873300000,rank_beyond_pool,,,false,,,,,,,,,false,
QNTXUSDT,174073160000000,rank_beyond_pool,,,false,,,,,,,,,false,
WOOUSDT,173454018200000,rank_beyond_pool,,,false,,,,,,,,,false,
BABAUSDT,173356422600000,rank_beyond_pool,,,false,,,,,,,,,false,
1000000BABYDOGEUSDT,171997552700000,rank_beyond_pool,,,false,,,,,,,,,false,
WENSTOCKUSDT,171950510400000,rank_beyond_pool,,,false,,,,,,,,,false,
DRIFTUSDT,170142788900000,rank_beyond_pool,,,false,,,,,,,,,false,
LLYUSDT,170012541600000,rank_beyond_pool,,,false,,,,,,,,,false,
DUSKUSDT,166687614600000,rank_beyond_pool,,,false,,,,,,,,,false,
CATSTOCKUSDT,166093668500000,rank_beyond_pool,,,false,,,,,,,,,false,
FOGOUSDT,164589654200000,rank_beyond_pool,,,false,,,,,,,,,false,
MAGICUSDT,164066788000000,rank_beyond_pool,,,false,,,,,,,,,false,
CRMUSDT,161251294500000,rank_beyond_pool,,,false,,,,,,,,,false,
HIVEUSDT,161145606100000,rank_beyond_pool,,,false,,,,,,,,,false,
RAMUSDT,160526358800000,listed_under_30d,,,false,,,,,,,,,false,
MAGSUSDT,158789348100000,listed_under_30d,,,false,,,,,,,,,false,
USUALUSDT,157536869900000,rank_beyond_pool,,,false,,,,,,,,,false,
INUSDT,155898699800000,rank_beyond_pool,,,false,,,,,,,,,false,
XLUUSDT,155553624100000,listed_under_30d,,,false,,,,,,,,,false,
UVXYUSDT,154534442700000,rank_beyond_pool,,,false,,,,,,,,,false,
HORIZONUSDT,154091390600000,listed_under_30d,,,false,,,,,,,,,false,
1000TURBOUSDT,151352028700000,rank_beyond_pool,,,false,,,,,,,,,false,
XAIUSDT,150654642400000,rank_beyond_pool,,,false,,,,,,,,,false,
ACTUSDT,149309946500000,rank_beyond_pool,,,false,,,,,,,,,false,
HAEDALUSDT,149192873300000,rank_beyond_pool,,,false,,,,,,,,,false,
MAVIAUSDT,148160110000000,rank_beyond_pool,,,false,,,,,,,,,false,
SOLAYERUSDT,146623931100000,rank_beyond_pool,,,false,,,,,,,,,false,
DDOGUSDT,145888598600000,listed_under_30d,,,false,,,,,,,,,false,
WAXPUSDT,145493832100000,rank_beyond_pool,,,false,,,,,,,,,false,
LRCXUSDT,144265943600000,rank_beyond_pool,,,false,,,,,,,,,false,
JDUSDT,143513904700000,listed_under_30d,,,false,,,,,,,,,false,
TLMUSDT,143450548600000,rank_beyond_pool,,,false,,,,,,,,,false,
ARIAUSDT,143139241200000,rank_beyond_pool,,,false,,,,,,,,,false,
USDJPYUSDT,142831310300000,listed_under_30d,,,false,,,,,,,,,false,
NOMUSDT,142779897300000,rank_beyond_pool,,,false,,,,,,,,,false,
MCDUSDT,142573398800000,listed_under_30d,,,false,,,,,,,,,false,
XBIUSDT,142417263200000,rank_beyond_pool,,,false,,,,,,,,,false,
IWMUSDT,141965663100000,rank_beyond_pool,,,false,,,,,,,,,false,
BTDRUSDT,141743835600000,listed_under_30d,,,false,,,,,,,,,false,
SOXXUSDT,140678917400000,rank_beyond_pool,,,false,,,,,,,,,false,
CLANKERUSDT,139605397400000,rank_beyond_pool,,,false,,,,,,,,,false,
MEUSDT,139317589800000,rank_beyond_pool,,,false,,,,,,,,,false,
ICNTUSDT,138641137300000,rank_beyond_pool,,,false,,,,,,,,,false,
TEMUSDT,135715576000000,listed_under_30d,,,false,,,,,,,,,false,
ZMUSDT,134455341800000,rank_beyond_pool,,,false,,,,,,,,,false,
IRYSUSDT,134251378400000,rank_beyond_pool,,,false,,,,,,,,,false,
XLEUSDT,130700263800000,rank_beyond_pool,,,false,,,,,,,,,false,
PIXELUSDT,130443766100000,rank_beyond_pool,,,false,,,,,,,,,false,
FHEUSDT,129969258300000,rank_beyond_pool,,,false,,,,,,,,,false,
ASTSUSDT,128921765800000,rank_beyond_pool,,,false,,,,,,,,,false,
ZESTUSDT,128909205800000,rank_beyond_pool,,,false,,,,,,,,,false,
TOWNSUSDT,128511949000000,rank_beyond_pool,,,false,,,,,,,,,false,
KLACUSDT,128094079600000,rank_beyond_pool,,,false,,,,,,,,,false,
SXTUSDT,125675753200000,rank_beyond_pool,,,false,,,,,,,,,false,
ALPINEUSDT,125372928600000,rank_beyond_pool,,,false,,,,,,,,,false,
1000TOSHIUSDT,124114852900000,rank_beyond_pool,,,false,,,,,,,,,false,
SPACEUSDT,123249819000000,rank_beyond_pool,,,false,,,,,,,,,false,
PENGSTOCKUSDT,123038021300000,rank_beyond_pool,,,false,,,,,,,,,false,
AMATUSDT,120056580200000,rank_beyond_pool,,,false,,,,,,,,,false,
RLCUSDT,118461259700000,rank_beyond_pool,,,false,,,,,,,,,false,
ANETUSDT,118340436200000,listed_under_30d,,,false,,,,,,,,,false,
SQQQUSDT,118287928600000,rank_beyond_pool,,,false,,,,,,,,,false,
GUNUSDT,116818129000000,rank_beyond_pool,,,false,,,,,,,,,false,
ZHIPUUSDT,116701542300000,rank_beyond_pool,,,false,,,,,,,,,false,
ADBEUSDT,116214361700000,rank_beyond_pool,,,false,,,,,,,,,false,
AUCTIONUSDT,116188465500000,rank_beyond_pool,,,false,,,,,,,,,false,
RPLUSDT,115077959300000,rank_beyond_pool,,,false,,,,,,,,,false,
BNTUSDT,114940342300000,rank_beyond_pool,,,false,,,,,,,,,false,
COOKIEUSDT,113628307400000,rank_beyond_pool,,,false,,,,,,,,,false,
VRTUSDT,111954203800000,rank_beyond_pool,,,false,,,,,,,,,false,
ARPAUSDT,110952985800000,rank_beyond_pool,,,false,,,,,,,,,false,
AIGENSYNUSDT,110628801900000,rank_beyond_pool,,,false,,,,,,,,,false,
SNTUSDT,110260167100000,rank_beyond_pool,,,false,,,,,,,,,false,
BXUSDT,109602963400000,rank_beyond_pool,,,false,,,,,,,,,false,
DIAUSDT,108778067400000,rank_beyond_pool,,,false,,,,,,,,,false,
TSLLUSDT,107784799600000,rank_beyond_pool,,,false,,,,,,,,,false,
AEHRUSDT,107361627700000,rank_beyond_pool,,,false,,,,,,,,,false,
SKLUSDT,107216489600000,rank_beyond_pool,,,false,,,,,,,,,false,
LQTYUSDT,107065163000000,rank_beyond_pool,,,false,,,,,,,,,false,
10000SATSUSDT,105349083800000,rank_beyond_pool,,,false,,,,,,,,,false,
SSVUSDT,105063425900000,rank_beyond_pool,,,false,,,,,,,,,false,
XVSUSDT,104716910100000,rank_beyond_pool,,,false,,,,,,,,,false,
PTBUSDT,103653078100000,rank_beyond_pool,,,false,,,,,,,,,false,
INTWUSDT,103351687100000,rank_beyond_pool,,,false,,,,,,,,,false,
CRDOUSDT,102698102500000,rank_beyond_pool,,,false,,,,,,,,,false,
SOSOUSDT,102168364700000,rank_beyond_pool,,,false,,,,,,,,,false,
AWEUSDT,101868362400000,rank_beyond_pool,,,false,,,,,,,,,false,
USARUSDT,101196914000000,rank_beyond_pool,,,false,,,,,,,,,false,
METISUSDT,99242616200000,rank_beyond_pool,,,false,,,,,,,,,false,
LYNUSDT,99000345100000,rank_beyond_pool,,,false,,,,,,,,,false,
YOFCUSDT,98115310700000,listed_under_30d,,,false,,,,,,,,,false,
AIOUSDT,97865875000000,rank_beyond_pool,,,false,,,,,,,,,false,
MARAUSDT,97672464800000,rank_beyond_pool,,,false,,,,,,,,,false,
DYMUSDT,97152171900000,rank_beyond_pool,,,false,,,,,,,,,false,
TNSRUSDT,93168719700000,rank_beyond_pool,,,false,,,,,,,,,false,
SKDDUSDT,91104479100000,rank_beyond_pool,,,false,,,,,,,,,false,
BOBAUSDT,90949405600000,rank_beyond_pool,,,false,,,,,,,,,false,
CVXSTOCKUSDT,90365418900000,listed_under_30d,,,false,,,,,,,,,false,
ONUSDT,90203525500000,rank_beyond_pool,,,false,,,,,,,,,false,
IOTXUSDT,88539313400000,rank_beyond_pool,,,false,,,,,,,,,false,
RECALLUSDT,88482077600000,rank_beyond_pool,,,false,,,,,,,,,false,
BANDUSDT,87830738300000,rank_beyond_pool,,,false,,,,,,,,,false,
AMCUSDT,85080970600000,rank_beyond_pool,,,false,,,,,,,,,false,
VSTUSDT,84512749200000,rank_beyond_pool,,,false,,,,,,,,,false,
TXNUSDT,82715402800000,rank_beyond_pool,,,false,,,,,,,,,false,
SHELLUSDT,78727062200000,rank_beyond_pool,,,false,,,,,,,,,false,
NETUSDT,77612304100000,rank_beyond_pool,,,false,,,,,,,,,false,
OGNUSDT,77331919600000,rank_beyond_pool,,,false,,,,,,,,,false,
AEVOUSDT,75613582400000,rank_beyond_pool,,,false,,,,,,,,,false,
MAVUSDT,74809636000000,rank_beyond_pool,,,false,,,,,,,,,false,
XOMUSDT,74342381900000,rank_beyond_pool,,,false,,,,,,,,,false,
UBERUSDT,73155207600000,rank_beyond_pool,,,false,,,,,,,,,false,
GDXUSDT,73121137300000,rank_beyond_pool,,,false,,,,,,,,,false,
SMHUSDT,73007179900000,rank_beyond_pool,,,false,,,,,,,,,false,
PROMPTUSDT,72627481200000,rank_beyond_pool,,,false,,,,,,,,,false,
BELUSDT,72299120500000,rank_beyond_pool,,,false,,,,,,,,,false,
CHRUSDT,72042082800000,rank_beyond_pool,,,false,,,,,,,,,false,
PLAYSOUTUSDT,71357967200000,rank_beyond_pool,,,false,,,,,,,,,false,
SSPCUSDT,70281807300000,rank_beyond_pool,,,false,,,,,,,,,false,
RAREUSDT,68714424000000,rank_beyond_pool,,,false,,,,,,,,,false,
BANANAS31USDT,68675595100000,rank_beyond_pool,,,false,,,,,,,,,false,
TURTLEUSDT,68588559000000,rank_beyond_pool,,,false,,,,,,,,,false,
CIENUSDT,68132426800000,rank_beyond_pool,,,false,,,,,,,,,false,
BANANAUSDT,67198332100000,rank_beyond_pool,,,false,,,,,,,,,false,
DKNGUSDT,66157336500000,rank_beyond_pool,,,false,,,,,,,,,false,
CIFRUSDT,64829720000000,rank_beyond_pool,,,false,,,,,,,,,false,
