symbol,stop_pct,deadline,mmr_pct,max_leverage,risk_limit_usd,adverse_p99_bps,adverse_n,adverse_source,lev_by_stop_k,lev_by_adverse_p99,leverage,margin_per_10k_usd,liq_distance_pct,funding_abs_mean_bps_8h,funding_abs_max_bps_8h
ETHFIUSDT,2.0,3600s,2.0,25.0,25000.0,233.0,0,pool,16.7,23.1,16,625.0,4.25,0.583,2.635
DRAMUSDT,0.5,3600s,0.7,100.0,10000.0,130.8,160,coin,58.8,49.8,49,204.1,1.34,0.375,17.627
DRAMUSDT,1.0,3600s,0.7,100.0,10000.0,130.8,160,coin,37.0,49.8,37,270.3,2.0,0.375,17.627
DRAMUSDT,2.0,3600s,0.7,100.0,10000.0,130.8,160,coin,21.3,49.8,21,476.2,4.06,0.375,17.627
STEEMUSDT,0.5,3600s,4.0,12.5,15000.0,233.0,0,pool,20.0,15.8,12,833.3,4.33,22.298,210.047
STEEMUSDT,1.0,3600s,4.0,12.5,15000.0,233.0,0,pool,16.7,15.8,12,833.3,4.33,22.298,210.047
STEEMUSDT,2.0,3600s,4.0,12.5,15000.0,233.0,0,pool,12.5,15.8,12,833.3,4.33,22.298,210.047
SOXSUSDT,0.5,3600s,1.25,50.0,10000.0,29.4,1,coin,44.4,64.8,44,227.3,1.02,0.543,10.047
SOXSUSDT,1.0,3600s,1.25,50.0,10000.0,29.4,1,coin,30.8,64.8,30,333.3,2.08,0.543,10.047
SOXSUSDT,2.0,3600s,1.25,50.0,10000.0,29.4,1,coin,19.0,64.8,19,526.3,4.01,0.543,10.047
SAMSUNGUSDT,0.5,3600s,0.7,100.0,10000.0,233.0,0,pool,58.8,33.0,33,303.0,2.33,1.222,16.773
SAMSUNGUSDT,1.0,3600s,0.7,100.0,10000.0,233.0,0,pool,37.0,33.0,33,303.0,2.33,1.222,16.773
SAMSUNGUSDT,2.0,3600s,0.7,100.0,10000.0,233.0,0,pool,21.3,33.0,21,476.2,4.06,1.222,16.773
ASTERUSDT,0.5,3600s,1.0,75.0,5000.0,233.0,0,pool,50.0,30.0,30,333.3,2.33,0.459,1.103
ASTERUSDT,1.0,3600s,1.0,75.0,5000.0,233.0,0,pool,33.3,30.0,30,333.3,2.33,0.459,1.103
ASTERUSDT,2.0,3600s,1.0,75.0,5000.0,233.0,0,pool,20.0,30.0,20,500.0,4.0,0.459,1.103
VIRTUALUSDT,0.5,3600s,1.5,50.0,10000.0,233.0,0,pool,40.0,26.1,26,384.6,2.35,0.53,1.59
VIRTUALUSDT,1.0,3600s,1.5,50.0,10000.0,233.0,0,pool,28.6,26.1,26,384.6,2.35,0.53,1.59
VIRTUALUSDT,2.0,3600s,1.5,50.0,10000.0,233.0,0,pool,18.2,26.1,18,555.6,4.06,0.53,1.59
TIAUSDT,0.5,3600s,1.0,50.0,200000.0,233.0,0,pool,50.0,30.0,30,333.3,2.33,0.506,2.184
TIAUSDT,1.0,3600s,1.0,50.0,200000.0,233.0,0,pool,33.3,30.0,30,333.3,2.33,0.506,2.184
TIAUSDT,2.0,3600s,1.0,50.0,200000.0,233.0,0,pool,20.0,30.0,20,500.0,4.0,0.506,2.184
MTLUSDT,0.5,3600s,2.0,25.0,5000.0,233.0,0,pool,33.3,23.1,23,434.8,2.35,6.958,83.047
MTLUSDT,1.0,3600s,2.0,25.0,5000.0,233.0,0,pool,25.0,23.1,23,434.8,2.35,6.958,83.047
MTLUSDT,2.0,3600s,2.0,25.0,5000.0,233.0,0,pool,16.7,23.1,16,625.0,4.25,6.958,83.047
METAUSDT,0.5,3600s,0.5,100.0,5000.0,27.5,1,coin,66.7,129.0,66,151.5,1.02,0.386,4.345
METAUSDT,1.0,3600s,0.5,100.0,5000.0,27.5,1,coin,40.0,129.0,40,250.0,2.0,0.386,4.345
METAUSDT,2.0,3600s,0.5,100.0,5000.0,27.5,1,coin,22.2,129.0,22,454.5,4.05,0.386,4.345
COINUSDT,0.5,3600s,1.25,50.0,10000.0,237.8,9,coin,44.4,27.6,27,370.4,2.45,0.716,8.816
COINUSDT,1.0,3600s,1.25,50.0,10000.0,237.8,9,coin,30.8,27.6,27,370.4,2.45,0.716,8.816
COINUSDT,2.0,3600s,1.25,50.0,10000.0,237.8,9,coin,19.0,27.6,19,526.3,4.01,0.716,8.816
ATOMUSDT,0.5,3600s,0.67,75.0,5000.0,138.5,12,coin,59.9,48.7,48,208.3,1.41,1.039,4.175
ATOMUSDT,1.0,3600s,0.67,75.0,5000.0,138.5,12,coin,37.5,48.7,37,270.3,2.03,1.039,4.175
ATOMUSDT,2.0,3600s,0.67,75.0,5000.0,138.5,12,coin,21.4,48.7,21,476.2,4.09,1.039,4.175
CRVUSDT,0.5,3600s,0.67,75.0,5000.0,153.3,2,coin,59.9,45.4,45,222.2,1.55,0.832,1.231
CRVUSDT,1.0,3600s,0.67,75.0,5000.0,153.3,2,coin,37.5,45.4,37,270.3,2.03,0.832,1.231
CRVUSDT,2.0,3600s,0.67,75.0,5000.0,153.3,2,coin,21.4,45.4,21,476.2,4.09,0.832,1.231
ACEUSDT,0.5,3600s,2.0,25.0,5000.0,233.0,0,pool,33.3,23.1,23,434.8,2.35,14.159,121.275
ACEUSDT,1.0,3600s,2.0,25.0,5000.0,233.0,0,pool,25.0,23.1,23,434.8,2.35,14.159,121.275
ACEUSDT,2.0,3600s,2.0,25.0,5000.0,233.0,0,pool,16.7,23.1,16,625.0,4.25,14.159,121.275
EWYUSDT,0.5,3600s,0.7,100.0,10000.0,15.0,1,coin,58.8,117.6,58,172.4,1.02,0.241,8.162
EWYUSDT,1.0,3600s,0.7,100.0,10000.0,15.0,1,coin,37.0,117.6,37,270.3,2.0,0.241,8.162
EWYUSDT,2.0,3600s,0.7,100.0,10000.0,15.0,1,coin,21.3,117.6,21,476.2,4.06,0.241,8.162
ICPUSDT,0.5,3600s,1.0,75.0,5000.0,112.4,2,coin,50.0,47.1,47,212.8,1.13,0.847,1.996
ICPUSDT,1.0,3600s,1.0,75.0,5000.0,112.4,2,coin,33.3,47.1,33,303.0,2.03,0.847,1.996
ICPUSDT,2.0,3600s,1.0,75.0,5000.0,112.4,2,coin,20.0,47.1,20,500.0,4.0,0.847,1.996
LAUSDT,0.5,3600s,2.0,25.0,5000.0,233.0,0,pool,33.3,23.1,23,434.8,2.35,10.146,68.003
LAUSDT,1.0,3600s,2.0,25.0,5000.0,233.0,0,pool,25.0,23.1,23,434.8,2.35,10.146,68.003
LAUSDT,2.0,3600s,2.0,25.0,5000.0,233.0,0,pool,16.7,23.1,16,625.0,4.25,10.146,68.003
AEROUSDT,0.5,3600s,2.0,25.0,25000.0,233.0,0,pool,33.3,23.1,23,434.8,2.35,0.532,1.946
AEROUSDT,1.0,3600s,2.0,25.0,25000.0,233.0,0,pool,25.0,23.1,23,434.8,2.35,0.532,1.946
AEROUSDT,2.0,3600s,2.0,25.0,25000.0,233.0,0,pool,16.7,23.1,16,625.0,4.25,0.532,1.946
CYSUSDT,0.5,3600s,4.0,12.5,15000.0,233.0,0,pool,20.0,15.8,12,833.3,4.33,1.673,24.891
CYSUSDT,1.0,3600s,4.0,12.5,15000.0,233.0,0,pool,16.7,15.8,12,833.3,4.33,1.673,24.891
CYSUSDT,2.0,3600s,4.0,12.5,15000.0,233.0,0,pool,12.5,15.8,12,833.3,4.33,1.673,24.891
JUPUSDT,0.5,3600s,1.0,50.0,5000.0,34.8,2,coin,50.0,74.2,50,200.0,1.0,0.462,1.596
JUPUSDT,1.0,3600s,1.0,50.0,5000.0,34.8,2,coin,33.3,74.2,33,303.0,2.03,0.462,1.596
JUPUSDT,2.0,3600s,1.0,50.0,5000.0,34.8,2,coin,20.0,74.2,20,500.0,4.0,0.462,1.596
ZROUSDT,0.5,3600s,1.5,50.0,10000.0,233.0,0,pool,40.0,26.1,26,384.6,2.35,0.494,1.143
ZROUSDT,1.0,3600s,1.5,50.0,10000.0,233.0,0,pool,28.6,26.1,26,384.6,2.35,0.494,1.143
ZROUSDT,2.0,3600s,1.5,50.0,10000.0,233.0,0,pool,18.2,26.1,18,555.6,4.06,0.494,1.143
SHIB1000USDT,0.5,3600s,1.0,50.0,200000.0,233.0,0,pool,50.0,30.0,30,333.3,2.33,0.745,1.754
SHIB1000USDT,1.0,3600s,1.0,50.0,200000.0,233.0,0,pool,33.3,30.0,30,333.3,2.33,0.745,1.754
SHIB1000USDT,2.0,3600s,1.0,50.0,200000.0,233.0,0,pool,20.0,30.0,20,500.0,4.0,0.745,1.754
1000BONKUSDT,0.5,3600s,1.0,50.0,200000.0,91.6,1,coin,50.0,52.2,50,200.0,1.0,0.597,2.902
1000BONKUSDT,1.0,3600s,1.0,50.0,200000.0,91.6,1,coin,33.3,52.2,33,303.0,2.03,0.597,2.902
1000BONKUSDT,2.0,3600s,1.0,50.0,200000.0,91.6,1,coin,20.0,52.2,20,500.0,4.0,0.597,2.902
GOOGLUSDT,0.5,3600s,0.5,100.0,5000.0,25.9,1,coin,66.7,131.8,66,151.5,1.02,0.563,4.243
GOOGLUSDT,1.0,3600s,0.5,100.0,5000.0,25.9,1,coin,40.0,131.8,40,250.0,2.0,0.563,4.243
GOOGLUSDT,2.0,3600s,0.5,100.0,5000.0,25.9,1,coin,22.2,131.8,22,454.5,4.05,0.563,4.243
SENTUSDT,0.5,3600s,1.5,50.0,5000.0,233.0,0,pool,40.0,26.1,26,384.6,2.35,0.557,7.791
SENTUSDT,1.0,3600s,1.5,50.0,5000.0,233.0,0,pool,28.6,26.1,26,384.6,2.35,0.557,7.791
SENTUSDT,2.0,3600s,1.5,50.0,5000.0,233.0,0,pool,18.2,26.1,18,555.6,4.06,0.557,7.791
RAYDIUMUSDT,0.5,3600s,2.0,25.0,25000.0,233.0,0,pool,33.3,23.1,23,434.8,2.35,1.251,18.502
RAYDIUMUSDT,1.0,3600s,2.0,25.0,25000.0,233.0,0,pool,25.0,23.1,23,434.8,2.35,1.251,18.502
RAYDIUMUSDT,2.0,3600s,2.0,25.0,25000.0,233.0,0,pool,16.7,23.1,16,625.0,4.25,1.251,18.502
AXLUSDT,0.5,3600s,2.0,25.0,5000.0,233.0,0,pool,33.3,23.1,23,434.8,2.35,1.305,48.316
AXLUSDT,1.0,3600s,2.0,25.0,5000.0,233.0,0,pool,25.0,23.1,23,434.8,2.35,1.305,48.316
AXLUSDT,2.0,3600s,2.0,25.0,5000.0,233.0,0,pool,16.7,23.1,16,625.0,4.25,1.305,48.316
TRXUSDT,0.5,3600s,0.75,75.0,200000.0,21.0,8,coin,57.1,104.2,57,175.4,1.0,1.657,15.02
TRXUSDT,1.0,3600s,0.75,75.0,200000.0,21.0,8,coin,36.4,104.2,36,277.8,2.03,1.657,15.02
TRXUSDT,2.0,3600s,0.75,75.0,200000.0,21.0,8,coin,21.1,104.2,21,476.2,4.01,1.657,15.02
HIVEUSDT,0.5,3600s,2.0,25.0,5000.0,233.0,0,pool,33.3,23.1,23,434.8,2.35,8.989,122.098
HIVEUSDT,1.0,3600s,2.0,25.0,5000.0,233.0,0,pool,25.0,23.1,23,434.8,2.35,8.989,122.098
HIVEUSDT,2.0,3600s,2.0,25.0,5000.0,233.0,0,pool,16.7,23.1,16,625.0,4.25,8.989,122.098
MSFTUSDT,0.5,3600s,0.5,100.0,5000.0,3.6,1,coin,66.7,186.6,66,151.5,1.02,0.024,2.086
MSFTUSDT,1.0,3600s,0.5,100.0,5000.0,3.6,1,coin,40.0,186.6,40,250.0,2.0,0.024,2.086
MSFTUSDT,2.0,3600s,0.5,100.0,5000.0,3.6,1,coin,22.2,186.6,22,454.5,4.05,0.024,2.086
PUFFERUSDT,0.5,3600s,10.0,5.0,5000.0,233.0,0,pool,9.1,8.1,5,2000.0,10.0,15.502,115.024
PUFFERUSDT,1.0,3600s,10.0,5.0,5000.0,233.0,0,pool,8.3,8.1,5,2000.0,10.0,15.502,115.024
PUFFERUSDT,2.0,3600s,10.0,5.0,5000.0,233.0,0,pool,7.1,8.1,5,2000.0,10.0,15.502,115.024
STORJUSDT,0.5,3600s,2.0,25.0,5000.0,233.0,0,pool,33.3,23.1,23,434.8,2.35,51.15,200.0
STORJUSDT,1.0,3600s,2.0,25.0,5000.0,233.0,0,pool,25.0,23.1,23,434.8,2.35,51.15,200.0
STORJUSDT,2.0,3600s,2.0,25.0,5000.0,233.0,0,pool,16.7,23.1,16,625.0,4.25,51.15,200.0
NBISUSDT,0.5,3600s,1.25,50.0,10000.0,20.1,4,coin,44.4,68.9,44,227.3,1.02,1.073,10.548
NBISUSDT,1.0,3600s,1.25,50.0,10000.0,20.1,4,coin,30.8,68.9,30,333.3,2.08,1.073,10.548
NBISUSDT,2.0,3600s,1.25,50.0,10000.0,20.1,4,coin,19.0,68.9,19,526.3,4.01,1.073,10.548
