set,form,short,история_n,история_net,история_control,история_excess,история_days_pos,история_days,история_usd,запись_n,запись_net,запись_control,запись_excess,запись_days_pos,запись_days,запись_usd,holds
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr1x0.25-7200-ttl1800,pct1 · tr1x0.25 · 2 ч · без выхода по стене,221,4.147,-9.7612,13.9081,10,15,91.6487,55,44.1147,5.591,38.5237,7,7,242.63085,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr1x0.5-14400-ttl1800,pct1 · tr1x0.5 · 4 ч · без выхода по стене,202,2.3749,-10.8162,13.1912,7,15,47.97297999999999,48,42.76,11.4793,31.2808,6,7,205.248,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr1x0.5-3600-ttl1800,pct1 · tr1x0.5 · 1 ч · без выхода по стене,252,2.2155,-7.2986,9.5142,8,15,55.830600000000004,57,30.9689,3.343,27.6259,6,7,176.52273,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr1x0.5-7200-ttl1800,pct1 · tr1x0.5 · 2 ч · без выхода по стене,220,3.5479,-9.8106,13.3585,8,15,78.0538,54,44.9692,7.6067,37.3625,7,7,242.83368000000002,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr1x1-14400-ttl1800,pct1 · tr1x1 · 4 ч · без выхода по стене,200,8.9656,-7.9949,16.9604,8,15,179.312,45,39.7373,18.3513,21.3861,4,7,178.81785,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr1x1-3600-ttl1800,pct1 · tr1x1 · 1 ч · без выхода по стене,252,1.5308,-7.2103,8.7411,8,15,38.57616,57,31.0621,3.919,27.1431,5,7,177.05397,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr1x1-7200-ttl1800,pct1 · tr1x1 · 2 ч · без выхода по стене,219,6.6486,-8.9209,15.5695,9,15,145.60434,52,37.5382,9.6304,27.9078,6,7,195.19864,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr2x0.25-14400-ttl1800,pct1 · tr2x0.25 · 4 ч · без выхода по стене,192,8.5737,-10.0643,18.638,9,15,164.61504,46,53.3263,20.0236,33.3027,4,7,245.30098000000004,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr2x0.25-3600-ttl1800,pct1 · tr2x0.25 · 1 ч · без выхода по стене,249,0.2392,-7.3514,7.5906,8,15,5.95608,58,36.848,4.0493,32.7987,4,7,213.71839999999997,да
t-bid-btc1h-q1,ladder3x2..20w2-pct1-tr2x0.25-7200-ttl1800,pct1 · tr2x0.25 · 2 ч · без выхода по стене,215,3.0029,-9.6841,12.6871,7,15,64.56235000000001,54,48.0109,9.9397,38.0712,5,7,259.25886,да
